OrderNr;Status;Employee;startmoment;Channel;RandomWaarde1;RandomWaarde2;eindmoment
Case1145;Missing documents requested;Resource 3;12-2-2011 16:03;Dealer;327;404;12-2-2011 16:04
Case665;Product received;Resource 4;12-2-2011 16:05;Dealer;165;177;12-2-2011 16:12
Case1146;Order created;Resource 1;12-2-2011 16:13;Dealer;219;253;12-2-2011 16:13
Case1146;Request signed L1;Resource 3;12-2-2011 16:22;Dealer;181;235;16-2-2011 06:33
Case1210;Request signed L1;Resource 13;12-3-2011 11:07;Dealer;236;258;12-3-2011 11:07
Case934;Order created;Resource 1;12-3-2011 11:09;Dealer;239;440;27-4-2011 03:27
Case1210;Order sent back;Resource 6;12-5-2011 07:59;Dealer;22;22;12-5-2011 08:05
Case1146;Order sent back;Resource 6;12-5-2011 08:15;Dealer;107;112;12-5-2011 08:23
Case935;Order created;Resource 1;12-5-2011 08:30;Dealer;114;225;12-5-2011 08:30
Case247;Missing documents requested;Resource 3;12-5-2011 08:36;Dealer;8;12;12-5-2011 08:36
Case935;Shipment via logistics partner;Resource 2;12-5-2011 08:36;Dealer;111;142;12-5-2011 08:37
Case282;Shipment via logistics partner;Resource 2;12-5-2011 08:41;Dealer;107;202;12-5-2011 08:43
Case1084;Shipment via logistics partner;Resource 2;12-5-2011 08:45;Dealer;98;157;12-5-2011 08:47
Case936;Order created;Resource 1;12-5-2011 08:49;Dealer;44;88;12-5-2011 08:51
Case937;Order created;Resource 1;12-5-2011 08:53;Internet;120;149;12-5-2011 08:53
Case936;Shipment via logistics partner;Resource 2;12-5-2011 08:54;Dealer;85;110;12-5-2011 08:54
Case938;Order created;Resource 1;12-5-2011 08:57;Dealer;154;257;12-5-2011 08:57
Case937;Missing documents requested;Resource 3;12-5-2011 08:58;Internet;162;175;12-5-2011 08:59
Case938;Shipment via logistics partner;Resource 2;12-5-2011 09:04;Dealer;300;415;12-5-2011 09:06
Case875;Order created;Resource 1;12-5-2011 09:07;Internet;15;15;12-5-2011 09:07
Case874;Order created;Resource 1;12-5-2011 09:08;Dealer;68;82;12-5-2011 09:10
Case874;Missing documents requested;Resource 2;12-5-2011 09:12;Dealer;313;561;12-5-2011 09:12
Case875;Missing documents requested;Resource 3;12-5-2011 09:12;Internet;148;293;12-5-2011 09:12
Case665;Request signed L1;Resource 11;12-5-2011 09:13;Dealer;82;92;12-5-2011 09:14
Case1146;Request signed L1;Resource 13;12-5-2011 09:16;Dealer;27;42;12-5-2011 09:16
Case873;Order created;Resource 1;12-5-2011 09:17;Dealer;8;8;12-5-2011 09:17
Case873;Shipment via logistics partner;Resource 2;12-5-2011 09:21;Dealer;259;465;12-5-2011 09:23
Case467;Order created;Resource 1;12-5-2011 09:24;Dealer;192;356;12-5-2011 09:24
Case468;Order created;Resource 1;12-5-2011 09:25;Dealer;131;181;12-5-2011 09:26
Case467;Missing documents requested;Resource 2;12-5-2011 09:28;Dealer;72;144;12-5-2011 09:28
Case665;Request signed L2;Resource 6;12-5-2011 09:28;Dealer;74;87;12-5-2011 09:34
Case953;Order created;Resource 1;12-5-2011 09:39;Dealer;274;335;12-5-2011 09:45
Case953;Shipment via logistics partner;Resource 2;12-5-2011 09:46;Dealer;3;4;12-5-2011 09:49
Case468;Request signed L1;Resource 3;12-5-2011 09:50;Dealer;262;305;12-5-2011 09:50
Case903;Product received;Resource 28;12-5-2011 09:50;Dealer;131;245;12-5-2011 09:50
Case954;Order created;Resource 1;12-5-2011 09:50;Dealer;191;290;12-5-2011 09:51
Case695;Repairshop X - OK;Resource 5;12-5-2011 09:52;Dealer;299;559;12-5-2011 09:52
Case954;Missing documents requested;Resource 2;12-5-2011 10:01;Dealer;113;166;12-5-2011 10:01
Case903;Request signed L1;Resource 13;12-5-2011 10:05;Dealer;110;146;12-5-2011 10:05
Case955;Order created;Resource 1;12-5-2011 10:05;Dealer;52;73;12-5-2011 10:05
Case956;Order created;Resource 1;12-5-2011 10:06;Callcenter;15;16;12-5-2011 10:06
Case955;Missing documents requested;Resource 2;12-5-2011 10:11;Dealer;96;136;12-5-2011 10:13
Case957;Order created;Resource 1;12-5-2011 10:14;Dealer;99;168;12-5-2011 10:15
Case956;Request signed L1;Resource 3;12-5-2011 10:16;Callcenter;222;267;12-5-2011 10:16
Case234;Product ready for scrapping;Resource 13;12-5-2011 10:19;Dealer;179;246;12-5-2011 10:20
Case957;Missing documents requested;Resource 2;12-5-2011 10:22;Dealer;188;260;12-5-2011 10:24
Case862;Order created;Resource 1;12-5-2011 10:25;Dealer;150;214;12-5-2011 10:26
Case647;Repairshop X - OK;Resource 5;12-5-2011 10:29;Dealer;273;291;12-5-2011 10:30
Case862;Shipment via logistics partner;Resource 2;12-5-2011 10:32;Dealer;296;492;12-5-2011 10:32
Case861;Order created;Resource 1;12-5-2011 10:36;Dealer;20;40;12-5-2011 10:38
Case1144;Repairshop X - OK;Resource 5;12-5-2011 10:40;Dealer;92;169;12-5-2011 10:40
Case861;Shipment via logistics partner;Resource 2;12-5-2011 10:41;Dealer;144;156;12-5-2011 10:41
Case860;Order created;Resource 1;12-5-2011 10:45;Dealer;185;335;12-5-2011 10:45
Case1040;Checked;Resource 3;12-5-2011 10:46;Internet;11;19;12-5-2011 10:48
Case860;Shipment via logistics partner;Resource 2;12-5-2011 10:50;Dealer;244;361;12-5-2011 10:52
Case503;Order created;Resource 1;12-5-2011 10:54;Dealer;75;104;12-5-2011 10:58
Case300;Missing documents requested;Resource 3;12-5-2011 11:01;Internet;178;223;12-5-2011 11:03
Case503;Request rejected L1;Resource 2;12-5-2011 11:04;Dealer;184;257;12-5-2011 11:04
Case503;Order completed;Resource 2;12-5-2011 11:04;Dealer;256;368;12-5-2011 11:04
Case504;Order created;Resource 1;12-5-2011 11:08;Dealer;58;65;12-5-2011 11:11
Case504;Missing documents requested;Resource 2;12-5-2011 11:12;Dealer;93;127;12-5-2011 11:12
Case968;Order created;Resource 1;12-5-2011 11:14;Dealer;211;254;12-5-2011 11:18
Case968;Shipment via logistics partner;Resource 2;12-5-2011 11:20;Dealer;35;36;12-5-2011 11:21
Case649;Repairshop X - OK;Resource 5;12-5-2011 11:24;Dealer;328;649;12-5-2011 11:24
Case969;Order created;Resource 1;12-5-2011 11:36;Dealer;248;287;12-5-2011 11:36
Case973;Product received;Resource 4;12-5-2011 11:37;Dealer;112;114;12-5-2011 11:37
Case973;Reparishop X - Checking;Resource 4;12-5-2011 11:37;Dealer;264;353;12-5-2011 11:39
Case970;Order created;Resource 1;12-5-2011 11:42;Dealer;43;84;12-5-2011 11:42
Case969;Missing documents requested;Resource 2;12-5-2011 11:48;Dealer;229;384;12-5-2011 11:52
Case970;Missing documents requested;Resource 3;12-5-2011 11:53;Dealer;317;413;12-5-2011 11:55
Case17;Repairshop X - OK;Resource 5;12-5-2011 11:58;Dealer;88;129;12-5-2011 12:04
Case971;Order created;Resource 1;12-5-2011 12:26;Dealer;164;265;12-5-2011 12:30
Case971;Missing documents requested;Resource 2;12-5-2011 12:34;Dealer;3;4;12-5-2011 12:41
Case312;Repairshop X - OK;Resource 5;12-5-2011 12:43;Dealer;310;548;12-5-2011 12:45
Case1040;Missing documents requested;Resource 2;12-5-2011 12:46;Internet;172;335;12-5-2011 12:47
Case972;Order created;Resource 1;12-5-2011 12:50;Dealer;1;1;12-5-2011 12:51
Case849;Order created;Resource 1;12-5-2011 12:52;Dealer;234;381;12-5-2011 12:52
Case1143;Repairshop X - Rejected;Resource 5;12-5-2011 12:53;Dealer;75;82;12-5-2011 12:54
Case972;Request signed L1;Resource 3;12-5-2011 13:05;Dealer;25;28;12-5-2011 13:05
Case904;Repairshop X - Rejected;Resource 5;12-5-2011 13:06;Dealer;259;445;12-5-2011 13:06
Case190;Request signed L1;Resource 13;12-5-2011 13:07;Callcenter;248;493;12-5-2011 13:07
Case849;Request signed L1;Resource 2;12-5-2011 13:07;Dealer;81;156;12-5-2011 13:12
Case848;Order created;Resource 1;12-5-2011 13:16;Dealer;54;98;12-5-2011 13:17
Case848;Request signed L1;Resource 2;12-5-2011 13:20;Dealer;64;125;12-5-2011 13:27
Case295;Shipment via logistics partner;Resource 2;12-5-2011 13:39;Dealer;190;248;12-5-2011 13:39
Case847;Order created;Resource 1;12-5-2011 13:39;Callcenter;256;468;12-5-2011 13:39
Case1116;Request signed L1;Resource 2;12-5-2011 13:43;Internet;149;247;12-5-2011 13:43
Case1159;Repairshop X - Rejected;Resource 5;12-5-2011 13:44;Dealer;18;30;12-5-2011 13:44
Case724;Product received;Resource 4;12-5-2011 13:45;Dealer;58;114;12-5-2011 13:45
Case724;Reparishop X - Checking;Resource 4;12-5-2011 13:45;Dealer;137;169;12-5-2011 13:48
Case847;Request signed L1;Resource 3;12-5-2011 13:49;Callcenter;138;185;12-5-2011 13:50
Case1100;Shipment via logistics partner;Resource 2;12-5-2011 13:51;Dealer;138;147;12-5-2011 13:52
Case539;Order created;Resource 1;12-5-2011 13:57;Dealer;156;242;12-5-2011 13:58
Case190;Request signed L2;Resource 19;12-5-2011 14:01;Callcenter;87;160;12-5-2011 14:01
Case903;Request signed L2;Resource 19;12-5-2011 14:01;Dealer;129;132;12-5-2011 14:01
Case1116;Request signed L2;Resource 19;12-5-2011 14:02;Internet;278;442;12-5-2011 14:02
Case1146;Request signed L2;Resource 19;12-5-2011 14:02;Dealer;120;207;12-5-2011 14:02
Case468;Request signed L2;Resource 19;12-5-2011 14:03;Dealer;270;345;12-5-2011 14:03
Case956;Request signed L2;Resource 19;12-5-2011 14:04;Callcenter;228;305;12-5-2011 14:05
Case756;Request signed L1;Resource 2;12-5-2011 14:06;Dealer;237;247;12-5-2011 14:06
Case539;Request signed L1;Resource 3;12-5-2011 14:07;Dealer;17;18;12-5-2011 14:09
Case1197;Repairshop X - OK;Resource 5;12-5-2011 14:10;Dealer;253;488;12-5-2011 14:12
Case1184;Request signed L1;Resource 2;12-5-2011 14:13;Dealer;76;119;12-5-2011 14:13
Case1210;Request rejected L1;Resource 13;12-5-2011 14:13;Dealer;3;5;12-5-2011 14:13
Case1210;Order completed;Resource 13;12-5-2011 14:14;Dealer;180;329;12-5-2011 14:20
Case540;Order created;Resource 1;12-5-2011 14:24;Callcenter;257;363;12-5-2011 14:27
Case248;Request signed L1;Resource 2;12-5-2011 14:30;Dealer;123;162;12-5-2011 14:32
Case540;Request signed L1;Resource 3;12-5-2011 14:39;Callcenter;297;330;12-5-2011 14:39
Case985;Order created;Resource 1;12-5-2011 14:41;Dealer;131;149;12-5-2011 14:41
Case986;Order created;Resource 1;12-5-2011 14:48;Dealer;196;261;12-5-2011 14:48
Case974;Repairshop X - OK;Resource 5;12-5-2011 14:50;Dealer;52;60;12-5-2011 14:50
Case985;Request rejected L1;Resource 2;12-5-2011 14:55;Dealer;40;60;12-5-2011 14:55
Case985;Order completed;Resource 2;12-5-2011 14:55;Dealer;265;404;12-5-2011 14:57
Case248;Request signed L2;Resource 19;12-5-2011 15:01;Dealer;24;33;12-5-2011 15:01
Case986;Request signed L1;Resource 3;12-5-2011 15:01;Dealer;56;68;12-5-2011 15:01
Case1184;Request signed L2;Resource 19;12-5-2011 15:02;Dealer;51;102;12-5-2011 15:02
Case756;Request signed L2;Resource 19;12-5-2011 15:02;Dealer;307;472;12-5-2011 15:02
Case972;Request signed L2;Resource 19;12-5-2011 15:03;Dealer;290;300;12-5-2011 15:03
Case847;Request signed L2;Resource 19;12-5-2011 15:04;Callcenter;215;399;12-5-2011 15:04
Case539;Request signed L2;Resource 19;12-5-2011 15:05;Dealer;323;473;12-5-2011 15:08
Case199;Repairshop X - OK;Resource 5;12-5-2011 15:11;Dealer;273;346;12-5-2011 15:14
Case646;Repairshop X - Rejected;Resource 5;12-5-2011 15:19;Dealer;222;294;12-5-2011 15:19
Case768;Product received;Resource 17;12-5-2011 15:20;Dealer;180;205;12-5-2011 15:20
Case768;Reparishop X - Checking;Resource 17;12-5-2011 15:21;Dealer;8;9;12-5-2011 15:21
Case1098;Request rejected L1;Resource 13;12-5-2011 15:23;Dealer;300;543;12-5-2011 15:23
Case1098;Order completed;Resource 13;12-5-2011 15:24;Dealer;309;585;12-5-2011 15:25
Case1102;Request signed L1;Resource 2;12-5-2011 15:26;Dealer;90;168;12-5-2011 15:28
Case212;Request signed L1;Resource 2;12-5-2011 15:32;Internet;99;103;12-5-2011 15:33
Case1144;Request signed L1;Resource 2;12-5-2011 15:35;Dealer;274;274;12-5-2011 15:35
Case539;Request signed L3;Resource 7;12-5-2011 15:35;Dealer;269;490;12-5-2011 15:35
Case906;Repairshop X - OK;Resource 5;12-5-2011 15:36;Dealer;90;140;12-5-2011 15:36
Case695;Request signed L1;Resource 2;12-5-2011 15:37;Dealer;9;11;12-5-2011 15:37
Case974;Request signed L1;Resource 2;12-5-2011 15:39;Dealer;260;400;12-5-2011 15:39
Case17;Request signed L1;Resource 2;12-5-2011 15:41;Dealer;102;108;12-5-2011 15:42
Case987;Order created;Resource 1;12-5-2011 15:43;Dealer;326;364;12-5-2011 15:43
Case649;Request signed L1;Resource 2;12-5-2011 15:44;Dealer;133;148;12-5-2011 15:44
Case647;Request signed L1;Resource 2;12-5-2011 15:46;Dealer;271;385;12-5-2011 15:46
Case1197;Request signed L1;Resource 2;12-5-2011 15:47;Dealer;149;162;12-5-2011 15:47
Case738;Product received;Resource 4;12-5-2011 15:48;Dealer;169;303;12-5-2011 15:48
Case738;Reparishop X - Checking;Resource 4;12-5-2011 15:48;Dealer;264;296;12-5-2011 15:48
Case312;Request signed L1;Resource 2;12-5-2011 15:49;Dealer;293;536;12-5-2011 15:49
Case199;Request signed L1;Resource 2;12-5-2011 15:50;Dealer;298;440;12-5-2011 15:50
Case987;Checked;Resource 3;12-5-2011 15:50;Dealer;15;27;12-5-2011 15:52
Case1171;Repairshop X - Rejected;Resource 5;12-5-2011 15:53;Dealer;308;468;12-5-2011 15:53
Case905;Product received;Resource 4;12-5-2011 15:54;Dealer;115;152;12-5-2011 15:54
Case905;Reparishop X - Checking;Resource 4;12-5-2011 15:54;Dealer;244;460;12-5-2011 15:55
Case1085;Shipment via logistics partner;Resource 3;12-5-2011 15:56;Internet;285;518;12-5-2011 15:56
Case1143;Request rejected L1;Resource 2;12-5-2011 15:56;Dealer;148;275;12-5-2011 15:56
Case1143;Order completed;Resource 2;12-5-2011 15:56;Dealer;37;64;12-5-2011 15:57
Case1159;Request rejected L1;Resource 2;12-5-2011 15:58;Dealer;201;203;12-5-2011 15:58
Case1159;Order completed;Resource 2;12-5-2011 15:58;Dealer;68;98;12-5-2011 15:59
Case1171;Request rejected L1;Resource 2;12-5-2011 16:00;Dealer;19;28;12-5-2011 16:00
Case1171;Order completed;Resource 2;12-5-2011 16:00;Dealer;123;230;12-5-2011 16:00
Case359;Repairshop X - Rejected;Resource 5;12-5-2011 16:01;Dealer;234;404;12-5-2011 16:01
Case646;Request rejected L1;Resource 2;12-5-2011 16:01;Dealer;101;109;12-5-2011 16:01
Case646;Order completed;Resource 2;12-5-2011 16:01;Dealer;56;76;12-5-2011 16:01
Case199;Request signed L2;Resource 19;12-5-2011 16:03;Dealer;220;430;12-5-2011 16:03
Case904;Request rejected L1;Resource 2;12-5-2011 16:03;Dealer;146;208;12-5-2011 16:03
Case212;Request signed L2;Resource 19;12-5-2011 16:04;Internet;69;120;12-5-2011 16:04
Case904;Order completed;Resource 2;12-5-2011 16:04;Dealer;6;7;12-5-2011 16:04
Case1197;Request signed L2;Resource 19;12-5-2011 16:05;Dealer;271;467;12-5-2011 16:05
Case312;Request signed L2;Resource 19;12-5-2011 16:05;Dealer;110;180;12-5-2011 16:05
Case647;Request signed L2;Resource 19;12-5-2011 16:05;Dealer;291;542;12-5-2011 16:05
Case17;Request signed L2;Resource 19;12-5-2011 16:06;Dealer;111;196;12-5-2011 16:06
Case649;Request signed L2;Resource 19;12-5-2011 16:06;Dealer;45;55;12-5-2011 16:06
Case974;Request signed L2;Resource 19;12-5-2011 16:06;Dealer;145;278;12-5-2011 16:06
Case1144;Request signed L2;Resource 19;12-5-2011 16:07;Dealer;323;524;12-5-2011 16:07
Case695;Request signed L2;Resource 19;12-5-2011 16:07;Dealer;11;18;12-5-2011 16:07
Case988;Order created;Resource 1;12-5-2011 16:08;Internet;231;269;12-5-2011 16:08
Case1102;Order sent back;Resource 19;12-5-2011 16:09;Dealer;150;208;12-5-2011 16:09
Case849;Request signed L2;Resource 19;12-5-2011 16:10;Dealer;299;436;12-5-2011 16:10
Case848;Request signed L2;Resource 19;12-5-2011 16:11;Dealer;161;164;12-5-2011 16:11
Case848;Request signed L2;Resource 19;12-5-2011 16:11;Dealer;16;28;12-5-2011 16:11
Case540;Request signed L2;Resource 19;12-5-2011 16:12;Callcenter;2;3;12-5-2011 16:12
Case986;Request signed L2;Resource 19;12-5-2011 16:13;Dealer;73;97;12-5-2011 16:13
Case988;Missing documents requested;Resource 3;12-5-2011 16:14;Internet;6;8;12-5-2011 16:14
Case279;Product received;Resource 4;12-5-2011 16:18;Callcenter;305;498;12-5-2011 16:18
Case677;Repairshop X - OK;Resource 5;12-5-2011 16:18;Dealer;202;239;12-5-2011 16:18
Case739;Product received;Resource 4;12-5-2011 16:18;Callcenter;291;521;12-5-2011 16:18
Case711;Shipment via forwarding company;Resource 3;12-5-2011 16:20;Dealer;234;284;12-5-2011 16:20
Case267;Product received;Resource 4;12-5-2011 16:21;Dealer;44;50;12-5-2011 16:21
Case693;Repairshop X - Rejected;Resource 5;12-5-2011 16:23;Dealer;160;297;12-5-2011 17:53
Case986;Request signed L3;Resource 7;12-5-2011 19:05;Dealer;210;271;12-5-2011 19:05
Case849;Request signed L3;Resource 7;12-5-2011 19:06;Dealer;324;472;12-5-2011 19:06
Case956;Request signed L3;Resource 7;12-5-2011 19:06;Callcenter;311;434;12-5-2011 19:06
Case972;Request signed L3;Resource 7;12-5-2011 19:06;Dealer;286;544;12-5-2011 19:06
Case468;Request signed L3;Resource 7;12-5-2011 19:07;Dealer;9;10;12-5-2011 20:48
Case848;Request signed L3;Resource 7;12-5-2011 20:52;Dealer;65;109;12-5-2011 20:52
Case888;Request signed L3;Resource 7;12-5-2011 20:52;Dealer;128;141;12-5-2011 20:52
Case754;Request signed L3;Resource 7;12-5-2011 20:53;Internet;5;8;12-5-2011 20:53
Case755;Request signed L3;Resource 7;12-5-2011 20:53;Internet;46;66;12-5-2011 20:53
Case756;Request signed L3;Resource 7;12-5-2011 20:53;Dealer;197;297;12-5-2011 20:53
Case1039;Request signed L3;Resource 7;12-5-2011 20:54;Internet;26;44;12-5-2011 20:54
Case1072;Request signed L3;Resource 7;12-5-2011 20:54;Dealer;321;383;12-5-2011 20:54
Case1116;Request signed L3;Resource 7;12-5-2011 20:54;Internet;126;189;12-5-2011 20:54
Case753;Request signed L3;Resource 7;12-5-2011 20:54;Callcenter;327;438;12-5-2011 20:54
Case1129;Request signed L3;Resource 7;12-5-2011 20:55;Internet;192;230;12-5-2011 20:55
Case1144;Request signed L3;Resource 7;12-5-2011 20:55;Dealer;27;50;12-5-2011 20:55
Case692;Request signed L3;Resource 7;12-5-2011 20:55;Internet;313;569;12-5-2011 20:55
Case695;Request signed L3;Resource 7;12-5-2011 20:55;Dealer;232;314;12-5-2011 20:55
Case709;Request signed L3;Resource 7;12-5-2011 20:55;Dealer;71;80;12-5-2011 20:55
Case1184;Request signed L3;Resource 7;12-5-2011 20:56;Dealer;15;19;12-5-2011 20:56
Case1185;Request signed L3;Resource 7;12-5-2011 20:56;Dealer;133;168;12-5-2011 20:56
Case17;Request signed L3;Resource 7;12-5-2011 20:56;Dealer;264;425;12-5-2011 20:56
Case665;Request signed L3;Resource 7;12-5-2011 20:56;Dealer;137;137;12-5-2011 20:56
Case974;Request signed L3;Resource 7;12-5-2011 20:56;Dealer;120;137;12-5-2011 20:56
Case1197;Request signed L3;Resource 7;12-5-2011 20:57;Dealer;63;64;12-5-2011 20:57
Case647;Request signed L3;Resource 7;12-5-2011 20:57;Dealer;82;88;12-5-2011 20:57
Case649;Request signed L3;Resource 7;12-5-2011 20:57;Dealer;112;158;12-5-2011 20:57
Case903;Request signed L3;Resource 7;12-5-2011 20:57;Dealer;278;385;12-5-2011 20:57
Case190;Request signed L3;Resource 7;12-5-2011 20:58;Callcenter;223;377;12-5-2011 20:58
Case191;Request signed L3;Resource 7;12-5-2011 20:58;Dealer;168;210;12-5-2011 20:58
Case312;Request signed L3;Resource 7;12-5-2011 20:58;Dealer;103;175;12-5-2011 20:58
Case387;Request signed L3;Resource 7;12-5-2011 20:58;Dealer;272;356;12-5-2011 20:58
Case212;Request signed L3;Resource 7;12-5-2011 20:59;Internet;15;24;12-5-2011 20:59
Case214;Request signed L3;Resource 7;12-5-2011 20:59;Dealer;116;157;12-5-2011 20:59
Case248;Request signed L3;Resource 7;12-5-2011 20:59;Dealer;201;203;12-5-2011 20:59
Case298;Request signed L3;Resource 7;12-5-2011 20:59;Dealer;277;428;12-5-2011 20:59
Case540;Request signed L3;Resource 7;12-5-2011 20:59;Callcenter;57;82;12-5-2011 20:59
Case199;Request signed L3;Resource 7;12-5-2011 21:00;Dealer;258;262;12-5-2011 21:00
Case228;Request signed L3;Resource 7;12-5-2011 21:00;Dealer;279;473;12-5-2011 21:01
Case847;Request signed L3;Resource 7;12-5-2011 21:02;Callcenter;129;184;12-5-2011 21:03
Case1146;Request signed L3;Resource 7;12-5-2011 21:04;Dealer;191;212;4-6-2011 22:13
Case989;Order created;Resource 1;12-6-2011 08:04;Dealer;92;164;12-6-2011 08:12
Case989;Shipment via logistics partner;Resource 2;12-6-2011 08:13;Dealer;304;577;12-6-2011 08:25
Case248;Pick-up prepared;Resource 11;12-6-2011 08:31;Dealer;104;141;12-6-2011 08:31
Case212;Pick-up prepared;Resource 11;12-6-2011 08:32;Internet;92;94;12-6-2011 08:34
Case190;Pick-up prepared;Resource 11;12-6-2011 08:36;Callcenter;125;138;12-6-2011 08:36
Case387;Pick-up prepared;Resource 11;12-6-2011 08:36;Dealer;167;294;12-6-2011 08:36
Case1184;Pick-up prepared;Resource 11;12-6-2011 08:37;Dealer;9;9;12-6-2011 08:37
Case467;Shipment via logistics partner;Resource 2;12-6-2011 08:39;Dealer;275;398;12-6-2011 08:39
Case267;Request signed L1;Resource 13;12-6-2011 08:41;Dealer;5;6;12-6-2011 08:41
Case279;Payment issued;Resource 13;12-6-2011 08:42;Callcenter;54;88;12-6-2011 08:42
Case739;Payment issued;Resource 13;12-6-2011 08:43;Callcenter;91;149;12-6-2011 08:43
Case692;Pick-up prepared;Resource 11;12-6-2011 08:44;Internet;60;85;12-6-2011 08:44
Case540;Pick-up prepared;Resource 11;12-6-2011 08:49;Callcenter;198;292;12-6-2011 08:49
